amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
78.408,78.408,4.52,genre fiction,392.04,(Small or Medium Publisher),235.224,0.99,262,"Amazon Digital Services,  Inc.",698,small/medium,396
78.408,78.408,4.04,genre fiction,392.04,(Small or Medium Publisher),235.224,0.99,262,"Amazon Digital Services,  Inc.",69,small/medium,396
77.418,77.418,4.46,genre fiction,387.09,(Single-Author Publisher),232.254,0.99,265,"Amazon Digital Services,  Inc.",147,single author,391
545.22,545.22,4.59,nonfiction,2726.1,"Little, Brown and Company",1635.66,6.99,266,Hachette Book Group,1104,big five,390
230.828,230.828,4.42,nonfiction,1154.14,"Farrar, Straus and Giroux",692.484,2.99,268,Macmillan,909,big five,386
153.23,153.23,4.68,genre fiction,766.15,Anchor,459.69,1.99,269,Random House LLC,1636,big five,385
612.034,612.034,4.3,genre fiction,3060.17,Berkley,1836.102,7.99,270,Penguin Group (USA) LLC,20,big five,383
492.8235,265.3665,4.0,genre fiction,758.19,AmazonCrossing,0.0,1.99,271,"Amazon Digital Services,  Inc.",224,amazon,381
602.742,602.742,4.72,nonfiction,3013.71,(Single-Author Publisher),1808.226,7.91,271,"Amazon Digital Services,  Inc.",3189,single author,381
227.24,227.24,4.17,genre fiction,1136.2,Margaret K. McElderry Books,681.72,2.99,272,Simon and Schuster Digital Sales Inc,2730,big five,380
377.244,377.244,4.83,nonfiction,1886.22,Viking Adult,1131.732,4.99,273,Penguin Group (USA) LLC,1011,big five,378
224.848,224.848,4.12,genre fiction,1124.24,(Small or Medium Publisher),674.544,2.99,274,"Amazon Digital Services,  Inc.",247,small/medium,376
241.3125,129.9375,3.99,genre fiction,371.25,(Indie Publisher),0.0,0.99,275,"Amazon Digital Services,  Inc.",1474,indie,375
374.25,374.25,4.28,genre fiction,1871.25,Delacorte Press,1122.75,4.99,275,Random House LLC,1539,big five,375
446.481,1041.789,4.87,genre fiction,1488.27,(Indie Publisher),0.0,3.99,276,"Amazon Digital Services,  Inc.",64,indie,373
223.054,223.054,4.5,genre fiction,1115.27,Center Street,669.162,2.99,276,Hachette Book Group,86,big five,373
238.095,128.205,4.77,genre fiction,366.3,(Indie Publisher),0.0,0.99,278,"Amazon Digital Services,  Inc.",473,indie,370
555.0,555.0,4.04,nonfiction,2775.0,"Little, Brown and Company",1665.0,7.5,278,Hachette Book Group,1113,big five,370
220.064,220.064,4.24,genre fiction,1100.32,Delacorte Press,660.192,2.99,279,Random House LLC,4268,big five,368
328.302,766.038,4.43,genre fiction,1094.34,(Indie Publisher),0.0,2.99,280,"Amazon Digital Services,  Inc.",1101,indie,366
877.668,877.668,0.0,genre fiction,4388.34,Putnam Adult,2633.004,11.99,280,Penguin Group (USA) LLC,0,big five,366
816.87,816.87,4.18,nonfiction,4084.35,Ecco,2450.61,11.19,281,HarperCollins Publishers,27,big five,365
1177.3905,633.9795,3.8,genre fiction,1811.37,Thomas & Mercer,0.0,4.99,282,"Amazon Digital Services,  Inc.",5,amazon,363
217.074,217.074,4.97,genre fiction,1085.37,(Single-Author Publisher),651.222,2.99,282,"Amazon Digital Services,  Inc.",34,single author,363
71.478,71.478,4.62,genre fiction,357.39,(Single-Author Publisher),214.434,0.99,283,"Amazon Digital Services,  Inc.",27,single author,361
215.878,215.878,3.72,genre fiction,1079.39,Berkley,647.634,2.99,283,Penguin Group (USA) LLC,5468,big five,361
781.156,781.156,4.76,nonfiction,3905.78,Crown Forum,2343.468,10.91,285,Random House LLC,2236,big five,358
212.888,212.888,4.73,genre fiction,1064.44,Minotaur Books,638.664,2.99,286,Macmillan,94,big five,356
141.29,141.29,4.53,nonfiction,706.45,Simon & Schuster,423.87,1.99,287,Simon and Schuster Digital Sales Inc,143,big five,355
682.1685,367.3215,4.32,genre fiction,1049.49,47North,0.0,2.99,289,"Amazon Digital Services,  Inc.",869,amazon,351
69.498,69.498,4.3,nonfiction,347.49,(Small or Medium Publisher),208.494,0.99,289,"Amazon Digital Services,  Inc.",26,small/medium,351
225.225,121.275,4.18,genre fiction,346.5,(Indie Publisher),0.0,0.99,290,"Amazon Digital Services,  Inc.",109,indie,350
223.938,120.582,4.61,genre fiction,344.52,(Indie Publisher),0.0,0.99,291,"Amazon Digital Services,  Inc.",34,indie,348
206.31,206.31,4.65,nonfiction,1031.55,Simon & Schuster,618.93,2.99,293,Simon and Schuster Digital Sales Inc,1709,big five,345
307.671,717.899,4.92,genre fiction,1025.57,(Indie Publisher),0.0,2.99,294,"Amazon Digital Services,  Inc.",13,indie,343
662.7335,356.8565,4.19,genre fiction,1019.59,Montlake Romance,0.0,2.99,295,"Amazon Digital Services,  Inc.",717,amazon,341
203.918,203.918,2.89,fiction,1019.59,Simon & Schuster,611.754,2.99,295,Simon and Schuster Digital Sales Inc,735,big five,341
774.52,774.52,3.49,genre fiction,3872.6,Putnam Adult,2323.56,11.39,296,Penguin Group (USA) LLC,1035,big five,340
1096.303,590.317,4.41,genre fiction,1686.62,Montlake Romance,0.0,4.99,297,"Amazon Digital Services,  Inc.",68,amazon,338
1089.816,586.824,4.17,genre fiction,1676.64,47North,0.0,4.99,298,"Amazon Digital Services,  Inc.",106,amazon,336
133.33,133.33,4.61,genre fiction,666.65,HarperCollins,399.99,1.99,299,HarperCollins Publishers,13,big five,335
524.144,524.144,4.12,genre fiction,2620.72,Broadway Books,1572.432,7.99,303,Random House LLC,1874,big five,328
575.064,575.064,4.43,genre fiction,2875.32,Berkley,1725.192,8.82,304,Penguin Group (USA) LLC,822,big five,326
390.222,910.518,4.67,genre fiction,1300.74,(Indie Publisher),0.0,3.99,304,"Amazon Digital Services,  Inc.",448,indie,326
551.85,551.85,4.3,fiction,2759.25,Harper,1655.55,8.49,305,HarperCollins Publishers,869,big five,325
322.354,322.354,4.64,genre fiction,1611.77,Margaret K. McElderry Books,967.062,4.99,306,Simon and Schuster Digital Sales Inc,1481,big five,323
493.698,493.698,4.6,genre fiction,2468.49,Razorbill,1481.094,7.69,307,Penguin Group (USA) LLC,311,big five,321
285.246,665.574,4.9,genre fiction,950.82,(Indie Publisher),0.0,2.99,309,"Amazon Digital Services,  Inc.",22,indie,318
473.052,1103.788,0.0,genre fiction,1576.84,(Indie Publisher),0.0,4.99,310,"Amazon Digital Services,  Inc.",0,indie,316
408.87,408.87,4.41,nonfiction,2044.35,Knopf,1226.61,6.49,311,Random House LLC,2091,big five,315
374.974,374.974,3.99,nonfiction,1874.87,Spiegel & Grau,1124.922,5.99,312,Random House LLC,1483,big five,313
61.578,61.578,4.47,genre fiction,307.89,(Single-Author Publisher),184.734,0.99,313,"Amazon Digital Services,  Inc.",42,single author,311
199.485,107.415,4.0,genre fiction,306.9,(Indie Publisher),0.0,0.99,314,"Amazon Digital Services,  Inc.",22,indie,310
123.38,123.38,4.33,genre fiction,616.9,(Small or Medium Publisher),370.14,1.99,314,"Amazon Digital Services,  Inc.",101,small/medium,310
492.184,492.184,4.35,genre fiction,2460.92,"Little, Brown and Company",1476.552,7.99,315,Hachette Book Group,885,big five,308
430.584,430.584,4.64,nonfiction,2152.92,Gotham Books,1291.752,6.99,315,Penguin Group (USA) LLC,848,big five,308
2065.46,2065.46,4.78,genre fiction,10327.3,Razorbill,6196.38,33.86,317,Penguin Group (USA) LLC,19,big five,305
389.3435,209.6465,4.73,nonfiction,598.99,(Indie Publisher),0.0,1.99,319,"Amazon Digital Services,  Inc.",15,indie,301
297.404,297.404,4.4,genre fiction,1487.02,Dell,892.212,4.99,321,Random House LLC,3474,big five,298
267.306,623.714,4.3,genre fiction,891.02,(Indie Publisher),0.0,2.99,321,"Amazon Digital Services,  Inc.",33,indie,298
354.312,826.728,4.77,genre fiction,1181.04,(Indie Publisher),0.0,3.99,322,"Amazon Digital Services,  Inc.",255,indie,296
177.008,177.008,5.0,nonfiction,885.04,(Single-Author Publisher),531.024,2.99,322,"Amazon Digital Services,  Inc.",1,single author,296
354.59,354.59,4.42,genre fiction,1772.95,Avon,1063.77,6.01,323,HarperCollins Publishers,64,big five,295
189.8325,102.2175,4.09,genre fiction,292.05,(Indie Publisher),0.0,0.99,323,"Amazon Digital Services,  Inc.",40,indie,295
188.5455,101.5245,4.59,genre fiction,290.07,(Indie Publisher),0.0,0.99,324,"Amazon Digital Services,  Inc.",71,indie,293
57.618,57.618,4.5,nonfiction,288.09,Thomas Nelson,172.854,0.99,325,HarperCollins Christian Publishing,28,big five,291
738.92,738.92,0.0,genre fiction,3694.6,Grand Central Publishing,2216.76,12.74,326,Hachette Book Group,0,big five,290
229.824,229.824,4.52,genre fiction,1149.12,(Small or Medium Publisher),689.472,3.99,327,"Amazon Digital Services,  Inc.",544,small/medium,288
341.43,341.43,4.44,genre fiction,1707.15,Pocket Books,1024.29,5.99,329,Simon and Schuster Digital Sales Inc,725,big five,285
277.875,149.625,4.13,genre fiction,427.5,(Indie Publisher),0.0,1.5,329,"Amazon Digital Services,  Inc.",23,indie,285
414.312,414.312,4.36,genre fiction,2071.56,"Little, Brown and Company",1242.936,7.32,330,Hachette Book Group,2291,big five,283
282.434,282.434,4.26,genre fiction,1412.17,Margaret K. McElderry Books,847.302,4.99,330,Simon and Schuster Digital Sales Inc,1266,big five,283
730.038,730.038,4.69,nonfiction,3650.19,(Small or Medium Publisher),2190.114,12.99,331,"Amazon Digital Services,  Inc.",131,small/medium,281
901.693,485.527,3.88,genre fiction,1387.22,Thomas & Mercer,0.0,4.99,333,"Amazon Digital Services,  Inc.",27,amazon,278
219.45,219.45,4.2,fiction,1097.25,Scribner,658.35,3.99,335,Simon and Schuster Digital Sales Inc,4099,big five,275
523.614,523.614,4.96,genre fiction,2618.07,HarperCollins,1570.842,9.59,336,HarperCollins Publishers,66,big five,273
173.745,93.555,4.52,genre fiction,267.3,(Indie Publisher),0.0,0.99,338,"Amazon Digital Services,  Inc.",276,indie,270
173.745,93.555,4.42,genre fiction,267.3,(Indie Publisher),0.0,0.99,338,"Amazon Digital Services,  Inc.",154,indie,270
171.171,92.169,4.76,nonfiction,263.34,(Indie Publisher),0.0,0.99,340,"Amazon Digital Services,  Inc.",21,indie,266
299.25,698.25,4.58,genre fiction,997.5,(Indie Publisher),0.0,3.75,340,"Amazon Digital Services,  Inc.",53,indie,266
343.97,343.97,3.96,genre fiction,1719.85,Mulholland Books,1031.91,6.49,341,Hachette Book Group,6148,big five,265
375.564,375.564,4.62,children,1877.82,(Small or Medium Publisher),1126.692,7.14,342,"Amazon Digital Services,  Inc.",2461,small/medium,263
676.9035,364.4865,4.3,genre fiction,1041.39,Thomas & Mercer,0.0,3.99,343,"Amazon Digital Services,  Inc.",485,amazon,261
233.22,544.18,4.26,genre fiction,777.4,(Indie Publisher),0.0,2.99,344,"Amazon Digital Services,  Inc.",108,indie,260
154.284,154.284,4.64,genre fiction,771.42,Gallery Books,462.852,2.99,345,Simon and Schuster Digital Sales Inc,212,big five,258
305.49,305.49,4.8,genre fiction,1527.45,Berkley,916.47,5.99,347,Penguin Group (USA) LLC,10,big five,255
299.25,698.25,4.96,genre fiction,997.5,(Indie Publisher),0.0,3.99,350,"Amazon Digital Services,  Inc.",59,indie,250
199.5,199.5,4.12,genre fiction,997.5,(Small or Medium Publisher),598.5,3.99,350,"Amazon Digital Services,  Inc.",394,small/medium,250
49.302,49.302,4.28,genre fiction,246.51,(Single-Author Publisher),147.906,0.99,351,"Amazon Digital Services,  Inc.",154,single author,249
148.902,148.902,4.48,genre fiction,744.51,Dell,446.706,2.99,351,Random House LLC,954,big five,249
327.186,327.186,4.71,children,1635.93,(Small or Medium Publisher),981.558,6.57,352,"Amazon Digital Services,  Inc.",1724,small/medium,249
2093.988,1127.532,0.0,genre fiction,3221.52,(Indie Publisher),0.0,12.99,353,"Amazon Digital Services,  Inc.",0,indie,248
148.304,148.304,4.34,genre fiction,741.52,HarperTeen,444.912,2.99,354,HarperCollins Publishers,1268,big five,248
221.559,516.971,3.98,genre fiction,738.53,(Indie Publisher),0.0,2.99,355,"Amazon Digital Services,  Inc.",393,indie,247
228.228,228.228,4.4,genre fiction,1141.14,Putnam Adult,684.684,4.62,356,Penguin Group (USA) LLC,1732,big five,247
48.906,48.906,4.2,genre fiction,244.53,(Small or Medium Publisher),146.718,0.99,356,"Amazon Digital Services,  Inc.",10,small/medium,247
245.508,245.508,4.65,genre fiction,1227.54,Margaret K. McElderry Books,736.524,4.99,357,Simon and Schuster Digital Sales Inc,1146,big five,246
293.265,684.285,4.83,genre fiction,977.55,(Indie Publisher),0.0,3.99,359,"Amazon Digital Services,  Inc.",280,indie,245
195.51,195.51,4.69,genre fiction,977.55,(Single-Author Publisher),586.53,3.99,360,"Amazon Digital Services,  Inc.",1796,single author,245
339.714,339.714,4.56,genre fiction,1698.57,Grand Central Publishing,1019.142,6.99,363,Hachette Book Group,484,big five,243
145.314,145.314,4.76,genre fiction,726.57,(Single-Author Publisher),435.942,2.99,364,"Amazon Digital Services,  Inc.",21,single author,243
298.89,298.89,4.38,genre fiction,1494.45,(Small or Medium Publisher),896.67,6.15,364,"Amazon Digital Services,  Inc.",99,small/medium,243
289.674,675.906,4.96,genre fiction,965.58,(Indie Publisher),0.0,3.99,366,"Amazon Digital Services,  Inc.",26,indie,242
240.518,240.518,4.58,genre fiction,1202.59,Margaret K. McElderry Books,721.554,4.99,367,Simon and Schuster Digital Sales Inc,1275,big five,241
513.33,513.33,4.25,genre fiction,2566.65,Grand Central Publishing,1539.99,10.65,368,Hachette Book Group,4,big five,241
239.52,239.52,4.2,genre fiction,1197.6,Pocket Books,718.56,4.99,370,Simon and Schuster Digital Sales Inc,238,big five,240
47.322,47.322,4.57,genre fiction,236.61,(Single-Author Publisher),141.966,0.99,371,"Amazon Digital Services,  Inc.",33,single author,239
286.083,667.527,4.4,genre fiction,953.61,(Indie Publisher),0.0,3.99,372,"Amazon Digital Services,  Inc.",15,indie,239
308.924,308.924,4.61,genre fiction,1544.62,Random House,926.772,6.49,373,Random House LLC,1085,big five,238
283.926,283.926,4.51,genre fiction,1419.63,Bantam,851.778,5.99,375,Random House LLC,2278,big five,237
306.5595,165.0705,4.11,genre fiction,471.63,Montlake Romance,0.0,1.99,376,"Amazon Digital Services,  Inc.",152,amazon,237
236.526,236.526,3.59,nonfiction,1182.63,Bantam,709.578,4.99,376,Random House LLC,2808,big five,237
212.589,496.041,0.0,fiction,708.63,(Indie Publisher),0.0,2.99,376,"Amazon Digital Services,  Inc.",0,indie,237
377.128,377.128,4.44,nonfiction,1885.64,Thomas Nelson,1131.384,7.99,378,HarperCollins Christian Publishing,6353,big five,236
328.53,328.53,4.2,genre fiction,1642.65,Putnam Adult,985.59,6.99,380,Penguin Group (USA) LLC,1771,big five,235
186.732,186.732,0.0,genre fiction,933.66,(Single-Author Publisher),560.196,3.99,381,"Amazon Digital Services,  Inc.",0,single author,234
92.734,92.734,4.29,genre fiction,463.67,Simon Pulse,278.202,1.99,383,Simon and Schuster Digital Sales Inc,805,big five,233
92.336,92.336,4.01,nonfiction,461.68,It Books,277.008,1.99,385,HarperCollins Publishers,310,big five,232
277.704,647.976,4.85,genre fiction,925.68,(Indie Publisher),0.0,3.99,385,"Amazon Digital Services,  Inc.",968,indie,232
492.03,492.03,4.54,nonfiction,2460.15,Ballantine Books,1476.09,10.65,387,Random House LLC,24,big five,231
138.138,138.138,4.52,nonfiction,690.69,HarperCollins e-books,414.414,2.99,388,HarperCollins Publishers,2015,big five,231
137.54,137.54,4.13,genre fiction,687.7,Thomas Dunne Books,412.62,2.99,389,Macmillan,183,big five,230
501.86,501.86,4.19,nonfiction,2509.3,Harmony,1505.58,10.91,389,Random House LLC,991,big five,230
147.3615,79.3485,4.63,genre fiction,226.71,(Indie Publisher),0.0,0.99,391,"Amazon Digital Services,  Inc.",193,indie,229
742.7615,399.9485,3.37,genre fiction,1142.71,Thomas & Mercer,0.0,4.99,392,"Amazon Digital Services,  Inc.",711,amazon,229
591.318,318.402,4.62,genre fiction,909.72,Montlake Romance,0.0,3.99,393,"Amazon Digital Services,  Inc.",8,amazon,228
1180.584,1180.584,4.27,genre fiction,5902.92,Katherine Tegen Books,3541.752,25.89,393,HarperCollins Publishers,383,big five,228
293.738,293.738,4.49,genre fiction,1468.69,(Small or Medium Publisher),881.214,6.47,395,"Amazon Digital Services,  Inc.",4166,small/medium,227
44.748,44.748,4.29,genre fiction,223.74,(Single-Author Publisher),134.244,0.99,397,"Amazon Digital Services,  Inc.",142,single author,226
237.752,237.752,4.2,genre fiction,1188.76,(Small or Medium Publisher),713.256,5.26,398,"Amazon Digital Services,  Inc.",2373,small/medium,226
179.55,179.55,4.5,genre fiction,897.75,(Small or Medium Publisher),538.65,3.99,400,"Amazon Digital Services,  Inc.",212,small/medium,225
144.144,77.616,0.0,genre fiction,221.76,(Indie Publisher),0.0,0.99,401,"Amazon Digital Services,  Inc.",0,indie,224
254.912,254.912,4.72,nonfiction,1274.56,(Small or Medium Publisher),764.736,5.69,401,"Amazon Digital Services,  Inc.",1368,small/medium,224
723.3005,389.4695,4.5,genre fiction,1112.77,Montlake Romance,0.0,4.99,403,"Amazon Digital Services,  Inc.",457,amazon,223
356.354,356.354,4.59,genre fiction,1781.77,NAL,1069.062,7.99,404,Penguin Group (USA) LLC,30,big five,223
332.556,332.556,4.12,genre fiction,1662.78,Jove,997.668,7.49,406,Penguin Group (USA) LLC,2125,big five,222
